balance,address,isContract,pendingReward,totalThalesLP,totalWETHLP,totalThales
19936.311590190628,0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,,10394.187242411517,37986.46328990066,7.2375319991018525,48380.65053231218
7511.703896025213,0x663209723924567f58017dbbc87f35c52aed6db1,,7094.173518778186,14312.730968318356,2.726993760571571,21406.90448709654
7174.90120149566,0xb0a6f90f11c5ae94e30476a7534191194492a91b,,1404.7924100408206,13670.990236397734,2.6047233863344044,15075.782646438554
3984.6843187544846,0x7724c19b5ac3230b8b74457291a5f1c2e09496b1,,,7592.380562043711,1.4465705019124449,7592.380562043711
3798.883959642184,0x2ef3546c9c854607968a1cdf16224dfee8a59ac1,,3115.7173312828127,7238.358280201843,1.3791189054405304,10354.075611484655
3577.039220168718,0x7f9c8843926de4b2ea6cbf9381f9f2fa81c58ed6,,6614.272017748803,6815.657370159244,1.2985820221004025,13429.929387908047
1750.2767644709102,0x0f45156f109e474295913d78036fa213b1745d5a,,1373.6322262973633,3334.9611215674527,0.6354076095186844,4708.593347864816
1538.8360015406372,0xf993f7945d410e20e2726f4fa02cc557d5e9fafe,,2284.6347397778336,2932.083851983074,0.5586477093385867,5216.718591760908
1532.5355391605822,0x7b86b623bceeabff09f5d48e84f8d1a5cbacdfc6,,146.4819716743661,2920.0790093708065,0.5563604357936034,3066.5609810451724
1269.3662050971034,0x7355ca5613e3c943f6df3652e7fc4e4a8b800976,,619.9632173303113,2418.6385998845926,0.4608213754287999,3038.601817214904
1024.604020410338,0x92a2931beeb8403324dc1d6d44b6db54b439f518,,325.2186781611324,1952.2710021823943,0.3719647112546621,2277.4896803435267
939.8806741397498,0x18dab98444b7fc6fc5ddfeaa549950b279c2ba40,,1735.692241594147,1790.8399236027044,0.34120737046319494,3526.5321651968516
781.7206190683563,0x46a929e95c585e23d411b452ca14568da143901b,,1246.4673152454614,1489.4832208486064,0.28379010677425115,2735.9505360940675
747.5410625264146,0xfbabd7a2f65e7efd4e7e9fa4485acc3c9cac27ad,,,1424.357810665692,0.271381811836228,1424.357810665692
746.9286347549053,0xb01894d164649e97fe8f5a1c1a41a2e7b89b11e8,,950.4133565916287,1423.1908964672,0.2711594805602853,2373.604253058829
