balance,address,isContract
46548374.388104275,0xdac09f37e132d91b962f30e6ec40d2d08b82b0fa,1
21767068.44182641,0xbae14faf280fb293e6f3d6c0b5e80ed5d477b161,1
15900000,0x0764e1723b1091c0b6a5337ff9e2d7054f72a5dc,1
11000999.615526509,0x3124a11216273018c8f37181b4505d36573d9701,1
1567691.0000000002,0x0f33af99f3c124189b8da7c7be6dc08c77a9ddc7,1
374954.0000000019,0x1777c6d588fd931751762836811529c0073d6376,
177323.4250287468,0x8ca24021e3ee3b5c241bbfcee0712554d7dc38a1,1
128257.13068224728,0x031816fd297228e4fd537c1789d51509247d0b43,1
85692.07238266972,0xe7178db9e123f053aabfd2c28520bf6b63cb4a47,1
68942.38594072578,0xa5f7a39e55d7878bc5bd754ee5d6bd7a7662355b,
64805.64104959662,0x6555e1cc97d3cba6eaddebbcd7ca51d75771e0b8,
61742.3564375,0xc3c14f31c8db2417d1695fa6c8bebe8f2804677e,
59891.049259507345,0x8b85e587b94473664af27373a42c7140ee80cdeb,1
36493.68,0x62551335afb4512ebc3d4ebc51901761dcde8989,
35000.00429144444,0xa3a7b6f88361f48403514059f1f16c8e78d60eec,1
30496.402940299708,0xbe23cbb62064b8b1550ae5ada59c39d45b1e2081,
24362.193257165047,0xef7d61352922e7ee440e8e4997c4a8c435b12a0f,
16562.1726459409,0x629b1166064abc68a4ea392e37cd4133103d7516,
16515,0xa069b09d3f3f5a160ea715d6fdb3ddd3c8ae160e,
13989.314375765454,0xc4b0772b22edb9b1a68a6f51ef6dcb3667f7ce16,
12594.423833333334,0xde3258c1c45a557f4924d1e4e3d0a4e5341607ee,
12201.546323804214,0xc0fa8e099dcc61ca512486b67ea5ab88c62bfcba,
11087.319808117918,0x0088a8cc18e859e932746458ffdf2e68746f9565,
10265.696707539124,0x1180814ef4dd32106b9de7f3c172795cea3c3d6e,
10038.786422545265,0xc34a7c65aa08cb36744bda8eeec7b8e9891e147c,
10000.020613515178,0x32c8ee141a8d607b444176115e1cb866c4565320,
9553.560446157577,0x8b570fe897d7a3474e94d92df40f365471d5a7f3,
8588.634280313343,0xe618269c1fa75db8a18af73ccbfe1f2a912ee252,
6398.611236190804,0x820f92c1b3ad8e962e6c6d9d7caf2a550aec46fb,
6320.811162037476,0x14e27302100a769b3821333ea9276d77bb7f8832,
6027.443622769894,0x7113fbdc1c6ef083a72ba152b446b10654e4e05e,
5490.053172100813,0xe1835f855b8e647f89f978894eaee00b7ca23ebd,
5393.877562335797,0xceed474d02362da11951a17e352b15379132c077,
5249.903607091542,0xd8aca6d8ce7496f08d721052946f8686ffdfa2b7,
5229.798112108226,0xbf97e2183668585b952277f37a4bcd789bc643ef,
5182.108518764106,0x6b0509200b1092d3bdab37a4debd2b9d56b40d54,
4685.851592034488,0xbd924288838df3e0b62fc7ba4cd7a6b10cfffdd8,
4533.092931455175,0x7f9c8843926de4b2ea6cbf9381f9f2fa81c58ed6,
4132.87349500329,0xb0a6f90f11c5ae94e30476a7534191194492a91b,
3934.220553452395,0xcc15f837dbf16d9d7f311a7ce19f495893497dd1,
3923.0085490314746,0x15532c88239a017057138557bda6e9c6ff61f6ac,
3907.2428978452403,0x09be9ab0eb61327d26904bae69efdc6633d5eec8,
3561.889829279817,0xe75d719dd2ba4a50456d524b1899bbe0bb5ef3c7,
3382.968616903497,0x05f44690c9ae097c654a1a1bfec31968b7ce91af,
3286.5864616774543,0x96a6505172a24e54a56147cf884bd4c2f315f741,
3255.208252858739,0xfa64bc0f8097f81efb4a453d522ec64df8d12cc6,1
3200.5517997897496,0x8e3d6c8f591d73ebcf79810ebc4b3adf829d2fb6,
3011.0718385618984,0xd3be310877c823ba59767ae4722592d3d12ea2ca,
2878.6092018591826,0x526c7665c5dd9cd7102c6d42d407a0d9dc1e431d,
2727.872664297819,0xa25a9b7c73158b3b34215925796ce6aa8100c13a,
2611.4667357948906,0xa7230946a4421a68efc625b9e420d916c3924722,
2611.2351754546985,0x6dd8e2a6fbe76c6c05eb9fd34b5b049ae6ca1f77,
2575.6097425620037,0x3dc7270de8039fe466da401d388d92cca64d4662,
2555.919793483282,0x7b86b623bceeabff09f5d48e84f8d1a5cbacdfc6,
2451.963608598498,0xc8d46eb7881975f9ae15216feeba2ff58e55803c,
2358.011279791467,0x29e78e2438e589a0054d45b8a5f6c2eeee9a68df,
2342.925796017244,0xb11e239910eaafa78fa925e566c20bc611fd4995,
2223.739057890914,0x350a36343ca0a7ba70853fcde30c8988d7a2c301,
2090.4397977944463,0x439ab76ed2369bb987d958a0ee7d1c7c50d7c898,
2006.0905002375096,0xd4319e11779920530d35e4c2bc852fcb360b9100,
1919.3339956134027,0x9211f780e3e1fb52660f25014cbd921cf6977a2f,
1918.9564759088018,0xbdffa93a34f4952b2a50ff7a9ce45bd03d0f619e,
1913.3894000807495,0xacc3a691472676bd2d572559745cf29d426be746,
1881.1544209991391,0x7553fa99ab1f429551eec660708c08e14e30584f,
1764.0248343545627,0xad42a8ad155905c42349681ab1460d974fedd16e,
1710.0847988486282,0x885f3a936698b2dd7909caa673bbadf7dfc26fe2,
1694.8409255023937,0x3e86eac93a2dbb4faeb8709d77d451aeda710ef9,
1636.3038211715561,0xeffbebf966515398eb95ed8b45c4551668f7abaf,
1592.0009303454597,0xa66c49fc508306de126229174f8fc624c3313d68,
1565.9,0x31773b70f485f8557cc82675e31d2d200225b36b,
1516.0291850762248,0x710e625b98dba0a367b8dcf64398fa6e15870133,
1509.6735154046498,0x35719a588d312ed78e56e1bafa02ff690a861046,
1441.4067718455901,0x51c67fe028de109610544cf2278dbd7b5b8ee6ee,
1383.5440179273896,0x4f50d47d20380172746527bbeaa274940c38efac,
1355.677629674878,0xa0ebb9a99df1a6d740db7295f28dfc1bae94e148,
1283.7474503635,0x7c02db6ba0f8b0bc5189a3dffac4ebd8f4422eb1,
1266.8317445218322,0xff53322917b756fe180104afc965d2b9ade697eb,
1250.8993577544516,0x43fc426168ab2f5c8af082e669e7308ca36196b5,
1245.6771871904157,0xeb10b3430d71c93db1fbd17537a857e48829ab94,
1202.7019086221853,0xe2abe2706a8bd68fe8ff82dda198e34c84ee5d76,
1200,0xff0000fa487b88604640459ad846998c802db1dd,
1185.3856442667677,0x92a2931beeb8403324dc1d6d44b6db54b439f518,
1171.462898008622,0x031fef8fa26bc5814ffa312b955af1a5cbd4655a,
1169.1040489370564,0xd6f7c94c8e82c7e2e1234c636d509d9065b1c36f,
1151.9803631598581,0x95779c69d770d63622aebd3fb8147f71264cfe06,
1137.1,0x5a0727d72115541d0edb9da8adbe9cf843b9106c,
1127.5831769355793,0xb8d7b045d299c9c356bc5ee4fe2dddc8a31280a5,
1100.115992049319,0x522e5eb34d4bd9b6d3ce30f29c60ca88cafe557d,
1080.9589300396858,0x786d71324478e82a91300b286e8dd3745c8e59c1,
1023.9408512373501,0xc5ab97ee3048ae3b3430ae8e7ce2c0cc09fe44de,
1022.9357078752861,0xa698cade532bf7491f0f887284f8e10e2de97198,
1005.2960708446567,0x88c23b9ef5732272f32ff10dc8df70d09088fc45,
